id	name	contact	address	city	postal_code	country	id	customer_id	employee_id	date	shipper_id	id	order_id	product_id	quantity	id	name	supplier_id	category_id	unit	price	employee_id	last_name	first_name	birthdate	photo	notes	id	name	phone	id	name	contact	address	city	postal_code	country	phone	id	name	description
24	Folk och fa HB	Maria Larsson	akergatan 24	Bracke	S-844 67	Sweden	10264	24	6	1996-07-24	3	49	10264	41	25	41	Jacks New England Clam Chowder	19	8	12 - 12 oz cans	9.65	6	Suyama	Michael	1963-07-02	EmpID6.pic	Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.	3	Federal Shipping	(503) 555-9931	19	New England Seafood Cannery	Robb Merchant	Order Processing Dept. 2100 Paul Revere Blvd.	Boston	02134	USA	(617) 555-3267	8	Seafood	Seaweed and fish
24	Folk och fa HB	Maria Larsson	akergatan 24	Bracke	S-844 67	Sweden	10378	24	5	1996-12-10	3	344	10378	71	6	71	Flotemysost	15	4	10 - 500 g pkgs.	21.5	5	Buchanan	Steven	1955-03-04	EmpID5.pic	Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.	3	Federal Shipping	(503) 555-9931	15	Norske Meierier	Beate Vileid	Hatlevegen 5	Sandvika	1320	Norway	(0)2-953010	4	Dairy Products	Cheeses
24	Folk och fa HB	Maria Larsson	akergatan 24	Bracke	S-844 67	Sweden	10264	24	6	1996-07-24	3	48	10264	2	35	2	Chang	1	1	24 - 12 oz bottles	19	6	Suyama	Michael	1963-07-02	EmpID6.pic	Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.	3	Federal Shipping	(503) 555-9931	1	Exotic Liquid	Charlotte Cooper	49 Gilbert St.	Londona	EC1 4SD	UK	(171) 555-2222	1	Beverages	Soft drinks, coffees, teas, beers, and ales
25	Frankenversand	Peter Franken	Berliner Platz 43	Munchen	80805	Germany	10342	25	4	1996-10-30	2	255	10342	55	40	55	Pate chinois	25	6	24 boxes x 2 pies	24	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	25	Ma Maison	Jean-Guy Lauzon	2960 Rue St. Laurent	Montreal	H1J 1C3	Canada	(514) 555-9022	6	Meat/Poultry	Prepared meats
25	Frankenversand	Peter Franken	Berliner Platz 43	Munchen	80805	Germany	10267	25	4	1996-07-29	1	53	10267	40	50	40	Boston Crab Meat	19	8	24 - 4 oz tins	18.4	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	1	Speedy Express	(503) 555-9831	19	New England Seafood Cannery	Robb Merchant	Order Processing Dept. 2100 Paul Revere Blvd.	Boston	02134	USA	(617) 555-3267	8	Seafood	Seaweed and fish
25	Frankenversand	Peter Franken	Berliner Platz 43	Munchen	80805	Germany	10342	25	4	1996-10-30	2	254	10342	36	40	36	Inlagd Sill	17	8	24 - 250 g jars	19	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	17	Svensk Sjofoda AB	Michael Bjorn	Brovallavagen 231	Stockholm	S-123 45	Sweden	08-123 45 67	8	Seafood	Seaweed and fish
25	Frankenversand	Peter Franken	Berliner Platz 43	Munchen	80805	Germany	10337	25	4	1996-10-24	3	240	10337	37	28	37	Gravad lax	17	8	12 - 500 g pkgs.	26	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	17	Svensk Sjofoda AB	Michael Bjorn	Brovallavagen 231	Stockholm	S-123 45	Sweden	08-123 45 67	8	Seafood	Seaweed and fish
25	Frankenversand	Peter Franken	Berliner Platz 43	Munchen	80805	Germany	10337	25	4	1996-10-24	3	239	10337	36	20	36	Inlagd Sill	17	8	24 - 250 g jars	19	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	17	Svensk Sjofoda AB	Michael Bjorn	Brovallavagen 231	Stockholm	S-123 45	Sweden	08-123 45 67	8	Seafood	Seaweed and fish
25	Frankenversand	Peter Franken	Berliner Platz 43	Munchen	80805	Germany	10337	25	4	1996-10-24	3	241	10337	72	25	72	Mozzarella di Giovanni	14	4	24 - 200 g pkgs.	34.8	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	14	Formaggi Fortini s.r.l.	Elio Rossi	Viale Dante, 75	Ravenna	48100	Italy	(0544) 60323	4	Dairy Products	Cheeses
25	Frankenversand	Peter Franken	Berliner Platz 43	Munchen	80805	Germany	10267	25	4	1996-07-29	1	55	10267	76	15	76	Lakkalikoori	23	1	500 ml	18	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	1	Speedy Express	(503) 555-9831	23	Karkki Oy	Anne Heikkonen	Valtakatu 12	Lappeenranta	53120	Finland	(953) 10956	1	Beverages	Soft drinks, coffees, teas, beers, and ales
25	Frankenversand	Peter Franken	Berliner Platz 43	Munchen	80805	Germany	10267	25	4	1996-07-29	1	54	10267	59	70	59	Raclette Courdavault	28	4	5 kg pkg.	55	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	1	Speedy Express	(503) 555-9831	28	Gai paturage	Eliane Noz	Bat. B 3, rue des Alpes	Annecy	74000	France	38.76.98.06	4	Dairy Products	Cheeses
25	Frankenversand	Peter Franken	Berliner Platz 43	Munchen	80805	Germany	10342	25	4	1996-10-30	2	253	10342	31	56	31	Gorgonzola Telino	14	4	12 - 100 g pkgs	12.5	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	14	Formaggi Fortini s.r.l.	Elio Rossi	Viale Dante, 75	Ravenna	48100	Italy	(0544) 60323	4	Dairy Products	Cheeses
25	Frankenversand	Peter Franken	Berliner Platz 43	Munchen	80805	Germany	10337	25	4	1996-10-24	3	238	10337	26	24	26	Gumbar Gummibarchen	11	3	100 - 250 g bags	31.23	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	11	Heli Susswaren GmbH and Co. KG	Petra Winkler	Tiergartenstrasse 5	Berlin	10785	Germany	(010) 9984510	3	Confections	Desserts, candies, and sweet breads
25	Frankenversand	Peter Franken	Berliner Platz 43	Munchen	80805	Germany	10337	25	4	1996-10-24	3	237	10337	23	40	23	Tunnbrod	9	5	12 - 250 g pkgs.	9	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	9	PB Knackebrod AB	Lars Peterson	Kaloadagatan 13	Goteborg	S-345 67	Sweden	031-987 65 43	5	Grains/Cereals	Breads, crackers, pasta, and cereal
25	Frankenversand	Peter Franken	Berliner Platz 43	Munchen	80805	Germany	10342	25	4	1996-10-30	2	252	10342	2	24	2	Chang	1	1	24 - 12 oz bottles	19	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	1	Exotic Liquid	Charlotte Cooper	49 Gilbert St.	Londona	EC1 4SD	UK	(171) 555-2222	1	Beverages	Soft drinks, coffees, teas, beers, and ales
28	Furia Bacalhau e Frutos do Mar	Lino Rodriguez	Jardim das rosas n. 32	Lisboa	1675	Portugal	10328	28	4	1996-10-14	3	216	10328	68	10	68	Scottish Longbreads	8	3	10 boxes x 8 pieces	12.5	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	8	Specialty Biscuits, Ltd.	Peter Wilson	29 Kings Way	Manchester	M14 GSD	UK	(161) 555-4448	3	Confections	Desserts, candies, and sweet breads
28	Furia Bacalhau e Frutos do Mar	Lino Rodriguez	Jardim das rosas n. 32	Lisboa	1675	Portugal	10328	28	4	1996-10-14	3	215	10328	65	40	65	Louisiana Fiery Hot Pepper Sauce	2	2	32 - 8 oz bottles	21.05	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	2	New Orleans Cajun Delights	Shelley Burke	P.O. Box 78934	New Orleans	70117	USA	(100) 555-4822	2	Condiments	Sweet and savory sauces, relishes, spreads, and seasonings
28	Furia Bacalhau e Frutos do Mar	Lino Rodriguez	Jardim das rosas n. 32	Lisboa	1675	Portugal	10328	28	4	1996-10-14	3	214	10328	59	9	59	Raclette Courdavault	28	4	5 kg pkg.	55	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	28	Gai paturage	Eliane Noz	Bat. B 3, rue des Alpes	Annecy	74000	France	38.76.98.06	4	Dairy Products	Cheeses
29	Galeria del gastronomo	Eduardo Saavedra	Rambla de Cataluna, 23	Barcelona	08022	Spain	10366	29	8	1996-11-28	2	316	10366	77	5	77	Original Frankfurter grune Sosse	12	2	12 boxes	13	8	Callahan	Laura	1958-01-09	EmpID8.pic	Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.	2	United Package	(503) 555-3199	12	Plutzer Lebensmittelgrossmarkte AG	Martin Bein	Bogenallee 51	Frankfurt	60439	Germany	(069) 992755	2	Condiments	Sweet and savory sauces, relishes, spreads, and seasonings
29	Galeria del gastronomo	Eduardo Saavedra	Rambla de Cataluna, 23	Barcelona	08022	Spain	10426	29	4	1997-01-27	1	477	10426	64	7	64	Wimmers gute Semmelknodel	12	5	20 bags x 4 pieces	33.25	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	1	Speedy Express	(503) 555-9831	12	Plutzer Lebensmittelgrossmarkte AG	Martin Bein	Bogenallee 51	Frankfurt	60439	Germany	(069) 992755	5	Grains/Cereals	Breads, crackers, pasta, and cereal
29	Galeria del gastronomo	Eduardo Saavedra	Rambla de Cataluna, 23	Barcelona	08022	Spain	10366	29	8	1996-11-28	2	315	10366	65	5	65	Louisiana Fiery Hot Pepper Sauce	2	2	32 - 8 oz bottles	21.05	8	Callahan	Laura	1958-01-09	EmpID8.pic	Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.	2	United Package	(503) 555-3199	2	New Orleans Cajun Delights	Shelley Burke	P.O. Box 78934	New Orleans	70117	USA	(100) 555-4822	2	Condiments	Sweet and savory sauces, relishes, spreads, and seasonings
29	Galeria del gastronomo	Eduardo Saavedra	Rambla de Cataluna, 23	Barcelona	08022	Spain	10426	29	4	1997-01-27	1	476	10426	56	5	56	Gnocchi di nonna Alice	26	5	24 - 250 g pkgs.	38	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	1	Speedy Express	(503) 555-9831	26	Pasta Buttini s.r.l.	Giovanni Giudici	Via dei Gelsomini, 153	Salerno	84100	Italy	(089) 6547665	5	Grains/Cereals	Breads, crackers, pasta, and cereal
30	Godos Cocina Tipica	Jose Pedro Freyre	C/ Romero, 33	Sevilla	41101	Spain	10303	30	7	1996-09-11	2	148	10303	40	40	40	Boston Crab Meat	19	8	24 - 4 oz tins	18.4	7	King	Robert	1960-05-29	EmpID7.pic	Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.	2	United Package	(503) 555-3199	19	New England Seafood Cannery	Robb Merchant	Order Processing Dept. 2100 Paul Revere Blvd.	Boston	02134	USA	(617) 555-3267	8	Seafood	Seaweed and fish
30	Godos Cocina Tipica	Jose Pedro Freyre	C/ Romero, 33	Sevilla	41101	Spain	10303	30	7	1996-09-11	2	150	10303	68	15	68	Scottish Longbreads	8	3	10 boxes x 8 pieces	12.5	7	King	Robert	1960-05-29	EmpID7.pic	Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.	2	United Package	(503) 555-3199	8	Specialty Biscuits, Ltd.	Peter Wilson	29 Kings Way	Manchester	M14 GSD	UK	(161) 555-4448	3	Confections	Desserts, candies, and sweet breads
30	Godos Cocina Tipica	Jose Pedro Freyre	C/ Romero, 33	Sevilla	41101	Spain	10303	30	7	1996-09-11	2	149	10303	65	30	65	Louisiana Fiery Hot Pepper Sauce	2	2	32 - 8 oz bottles	21.05	7	King	Robert	1960-05-29	EmpID7.pic	Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.	2	United Package	(503) 555-3199	2	New Orleans Cajun Delights	Shelley Burke	P.O. Box 78934	New Orleans	70117	USA	(100) 555-4822	2	Condiments	Sweet and savory sauces, relishes, spreads, and seasonings
31	Gourmet Lanchonetes	Andre Fonseca	Av. Brasil, 442	Campinas	04876-786	Brazil	10423	31	6	1997-01-23	3	470	10423	59	20	59	Raclette Courdavault	28	4	5 kg pkg.	55	6	Suyama	Michael	1963-07-02	EmpID6.pic	Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.	3	Federal Shipping	(503) 555-9931	28	Gai paturage	Eliane Noz	Bat. B 3, rue des Alpes	Annecy	74000	France	38.76.98.06	4	Dairy Products	Cheeses
31	Gourmet Lanchonetes	Andre Fonseca	Av. Brasil, 442	Campinas	04876-786	Brazil	10423	31	6	1997-01-23	3	469	10423	31	14	31	Gorgonzola Telino	14	4	12 - 100 g pkgs	12.5	6	Suyama	Michael	1963-07-02	EmpID6.pic	Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.	3	Federal Shipping	(503) 555-9931	14	Formaggi Fortini s.r.l.	Elio Rossi	Viale Dante, 75	Ravenna	48100	Italy	(0544) 60323	4	Dairy Products	Cheeses
33	GROSELLA-Restaurante	Manuel Pereira	5 Ave. Los Palos Grandes	Caracas	1081	Venezuela	10268	33	8	1996-07-30	3	57	10268	72	4	72	Mozzarella di Giovanni	14	4	24 - 200 g pkgs.	34.8	8	Callahan	Laura	1958-01-09	EmpID8.pic	Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.	3	Federal Shipping	(503) 555-9931	14	Formaggi Fortini s.r.l.	Elio Rossi	Viale Dante, 75	Ravenna	48100	Italy	(0544) 60323	4	Dairy Products	Cheeses
33	GROSELLA-Restaurante	Manuel Pereira	5 Ave. Los Palos Grandes	Caracas	1081	Venezuela	10268	33	8	1996-07-30	3	56	10268	29	10	29	Thuringer Rostbratwurst	12	6	50 bags x 30 sausgs.	123.79	8	Callahan	Laura	1958-01-09	EmpID8.pic	Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.	3	Federal Shipping	(503) 555-9931	12	Plutzer Lebensmittelgrossmarkte AG	Martin Bein	Bogenallee 51	Frankfurt	60439	Germany	(069) 992755	6	Meat/Poultry	Prepared meats
34	Hanari Carnes	Mario Pontes	Rua do Paco, 67	Rio de Janeiro	05454-876	Brazil	10250	34	4	1996-07-08	2	7	10250	51	35	51	Manjimup Dried Apples	24	7	50 - 300 g pkgs.	53	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	24	Gday, Mate	Wendy Mackenzie	170 Prince Edward Parade Hunters Hill	Sydney	2042	Australia	(02) 555-5914	7	Produce	Dried fruit and bean curd
34	Hanari Carnes	Mario Pontes	Rua do Paco, 67	Rio de Janeiro	05454-876	Brazil	10250	34	4	1996-07-08	2	6	10250	41	10	41	Jacks New England Clam Chowder	19	8	12 - 12 oz cans	9.65	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	19	New England Seafood Cannery	Robb Merchant	Order Processing Dept. 2100 Paul Revere Blvd.	Boston	02134	USA	(617) 555-3267	8	Seafood	Seaweed and fish
34	Hanari Carnes	Mario Pontes	Rua do Paco, 67	Rio de Janeiro	05454-876	Brazil	10250	34	4	1996-07-08	2	8	10250	65	15	65	Louisiana Fiery Hot Pepper Sauce	2	2	32 - 8 oz bottles	21.05	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	2	United Package	(503) 555-3199	2	New Orleans Cajun Delights	Shelley Burke	P.O. Box 78934	New Orleans	70117	USA	(100) 555-4822	2	Condiments	Sweet and savory sauces, relishes, spreads, and seasonings
35	HILARIoN-Abastos	Carlos Hernandez	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristobal	5022	Venezuela	10395	35	6	1996-12-26	1	392	10395	46	28	46	Spegesild	21	8	4 - 450 g glasses	12	6	Suyama	Michael	1963-07-02	EmpID6.pic	Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.	1	Speedy Express	(503) 555-9831	21	Lyngbysild	Niels Petersen	Lyngbysild Fiskebakken 10	Lyngby	2800	Denmark	43844108	8	Seafood	Seaweed and fish
35	HILARIoN-Abastos	Carlos Hernandez	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristobal	5022	Venezuela	10257	35	4	1996-07-16	3	29	10257	77	15	77	Original Frankfurter grune Sosse	12	2	12 boxes	13	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	12	Plutzer Lebensmittelgrossmarkte AG	Martin Bein	Bogenallee 51	Frankfurt	60439	Germany	(069) 992755	2	Condiments	Sweet and savory sauces, relishes, spreads, and seasonings
35	HILARIoN-Abastos	Carlos Hernandez	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristobal	5022	Venezuela	10395	35	6	1996-12-26	1	394	10395	69	8	69	Gudbrandsdalsost	15	4	10 kg pkg.	36	6	Suyama	Michael	1963-07-02	EmpID6.pic	Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.	1	Speedy Express	(503) 555-9831	15	Norske Meierier	Beate Vileid	Hatlevegen 5	Sandvika	1320	Norway	(0)2-953010	4	Dairy Products	Cheeses
35	HILARIoN-Abastos	Carlos Hernandez	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristobal	5022	Venezuela	10395	35	6	1996-12-26	1	393	10395	53	70	53	Perth Pasties	24	6	48 pieces	32.8	6	Suyama	Michael	1963-07-02	EmpID6.pic	Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.	1	Speedy Express	(503) 555-9831	24	Gday, Mate	Wendy Mackenzie	170 Prince Edward Parade Hunters Hill	Sydney	2042	Australia	(02) 555-5914	6	Meat/Poultry	Prepared meats
35	HILARIoN-Abastos	Carlos Hernandez	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristobal	5022	Venezuela	10257	35	4	1996-07-16	3	28	10257	39	6	39	Chartreuse verte	18	1	750 cc per bottle	18	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	18	Aux joyeux ecclesiastiques	Guylene Nodier	203, Rue des Francs-Bourgeois	Paris	75004	France	(1) 03.83.00.68	1	Beverages	Soft drinks, coffees, teas, beers, and ales
35	HILARIoN-Abastos	Carlos Hernandez	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristobal	5022	Venezuela	10257	35	4	1996-07-16	3	27	10257	27	25	27	Schoggi Schokolade	11	3	100 - 100 g pieces	43.9	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	11	Heli Susswaren GmbH and Co. KG	Petra Winkler	Tiergartenstrasse 5	Berlin	10785	Germany	(010) 9984510	3	Confections	Desserts, candies, and sweet breads
37	Hungry Owl All-Night Grocers	Patricia McKenna	8 Johnstown Road	Cork		Ireland	10373	37	4	1996-12-05	3	335	10373	58	80	58	Escargots de Bourgogne	27	8	24 pieces	13.25	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	27	Escargots Nouveaux	Marie Delamare	22, rue H. Voiron	Montceau	71300	France	85.57.00.07	8	Seafood	Seaweed and fish
37	Hungry Owl All-Night Grocers	Patricia McKenna	8 Johnstown Road	Cork		Ireland	10335	37	7	1996-10-22	2	235	10335	51	48	51	Manjimup Dried Apples	24	7	50 - 300 g pkgs.	53	7	King	Robert	1960-05-29	EmpID7.pic	Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.	2	United Package	(503) 555-3199	24	Gday, Mate	Wendy Mackenzie	170 Prince Edward Parade Hunters Hill	Sydney	2042	Australia	(02) 555-5914	7	Produce	Dried fruit and bean curd
37	Hungry Owl All-Night Grocers	Patricia McKenna	8 Johnstown Road	Cork		Ireland	10380	37	8	1996-12-12	3	348	10380	30	18	30	Nord-Ost Matjeshering	13	8	10 - 200 g glasses	25.89	8	Callahan	Laura	1958-01-09	EmpID8.pic	Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.	3	Federal Shipping	(503) 555-9931	13	Nord-Ost-Fisch Handelsgesellschaft mbH	Sven Petersen	Frahmredder 112a	Cuxhaven	27478	Germany	(04721) 8713	8	Seafood	Seaweed and fish
37	Hungry Owl All-Night Grocers	Patricia McKenna	8 Johnstown Road	Cork		Ireland	10298	37	6	1996-09-05	2	136	10298	36	40	36	Inlagd Sill	17	8	24 - 250 g jars	19	6	Suyama	Michael	1963-07-02	EmpID6.pic	Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.	2	United Package	(503) 555-3199	17	Svensk Sjofoda AB	Michael Bjorn	Brovallavagen 231	Stockholm	S-123 45	Sweden	08-123 45 67	8	Seafood	Seaweed and fish
37	Hungry Owl All-Night Grocers	Patricia McKenna	8 Johnstown Road	Cork		Ireland	10380	37	8	1996-12-12	3	351	10380	70	30	70	Outback Lager	7	1	24 - 355 ml bottles	15	8	Callahan	Laura	1958-01-09	EmpID8.pic	Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.	3	Federal Shipping	(503) 555-9931	7	Pavlova, Ltd.	Ian Devling	74 Rose St. Moonie Ponds	Melbourne	3058	Australia	(03) 444-2343	1	Beverages	Soft drinks, coffees, teas, beers, and ales
37	Hungry Owl All-Night Grocers	Patricia McKenna	8 Johnstown Road	Cork		Ireland	10373	37	4	1996-12-05	3	336	10373	71	50	71	Flotemysost	15	4	10 - 500 g pkgs.	21.5	4	Peacock	Margaret	1958-09-19	EmpID4.pic	Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.	3	Federal Shipping	(503) 555-9931	15	Norske Meierier	Beate Vileid	Hatlevegen 5	Sandvika	1320	Norway	(0)2-953010	4	Dairy Products	Cheeses
37	Hungry Owl All-Night Grocers	Patricia McKenna	8 Johnstown Road	Cork		Ireland	10298	37	6	1996-09-05	2	138	10298	62	15	62	Tarte au sucre	29	3	48 pies	49.3	6	Suyama	Michael	1963-07-02	EmpID6.pic	Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.	2	United Package	(503) 555-3199	29	Forets derables	Chantal Goulet	148 rue Chasseur	Ste-Hyacinthe	J2S 7S8	Canada	(514) 555-2955	3	Confections	Desserts, candies, and sweet breads
